,Mass,CHZ,AAL(10th),AAL(50th),AAL(90th)
0,0.3,0.2198963808570838,666.7496749674967,577.9187918791879,515.5375537553755
1,0.4,0.2790703448563719,1139.3499349934993,656.2696269626963,553.4653465346535
2,0.5,0.3523116718293242,2810.16901690169,905.7945794579458,520.02900290029
3,0.6000000000000001,0.44523754665680126,,1805.0825082508252,494.5774577457746
4,0.7000000000000002,0.5596350411670223,,3024.2614261426143,460.6420642064206
5,0.8000000000000003,0.7087131604861202,,,492.5812581258126
6,0.9000000000000001,0.8942397722926405,,,759.0739073907391
7,1.0000000000000002,1.0864909172943393,,,1295.053505350535
